Gene.names	RBC	Plasma	Matrisome.1	Matrisome.2	Matrisome.3	Plasma.1	Subcellular.location..CC.
MRGPRX3	NA	NA	NA	NA	NA	NA	Membrane
MRGPRX2	NA	NA	NA	NA	NA	NA	Membrane
MRGPRX1	NA	NA	NA	NA	NA	NA	Membrane
CLPB	NA	NA	NA	NA	NA	NA	Mitochondrion intermembrane space
NMBR	NA	NA	NA	NA	NA	NA	Cell membrane
MED24	NA	NA	NA	NA	NA	NA	Nucleus
TEX38	NA	NA	NA	NA	NA	NA	Membrane
TRIM5	NA	NA	NA	NA	NA	NA	Cytoplasm
SPTA1	RBC	NA	NA	NA	NA	NA	Cytoplasm
RAB11FIP4	NA	NA	NA	NA	NA	NA	Recycling endosome membrane
HECTD1	NA	NA	NA	NA	NA	NA	NA
ADAMDEC1	NA	NA	Matrisome-associated	ECM Regulators	Protease	NA	Secreted
CORO1C	RBC	NA	NA	NA	NA	NA	Cell membrane
KNG1	RBC	Plasma	Matrisome-associated	ECM Regulators	Protease Inhibitor	coag	Secreted
UBE2M	RBC	NA	NA	NA	NA	NA	NA
C1QB	RBC	Plasma	Matrisome-associated	ECM-affiliated Proteins	comp	comp	Secreted
RBM12B	NA	NA	NA	NA	NA	NA	NA
TMEM43	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum Nucleus inner membrane
EVX2	NA	NA	NA	NA	NA	NA	Nucleus
HPF1	NA	NA	NA	NA	NA	NA	Chromosome
DLG4	NA	NA	NA	NA	NA	NA	Cell membrane
HCRTR1	NA	NA	NA	NA	NA	NA	Cell membrane
DSTYK	NA	NA	NA	NA	NA	NA	Cytoplasm
CAMK1D	NA	NA	NA	NA	NA	NA	Cytoplasm
MMP17	NA	NA	Matrisome-associated	ECM Regulators	Protease	NA	Cell membrane
CCDC174	NA	NA	NA	NA	NA	NA	Nucleus
UNG	NA	NA	NA	NA	NA	NA	Mitochondrion
KCNJ10	NA	NA	NA	NA	NA	NA	Membrane
SLC25A45	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
RBM14	NA	NA	NA	NA	NA	NA	Nucleus
RAPGEFL1	NA	NA	NA	NA	NA	NA	NA
NEMF	NA	NA	NA	NA	NA	NA	Nucleus
PPP1R8	NA	NA	NA	NA	NA	NA	Nucleus
TAFA3	NA	NA	NA	NA	NA	NA	Secreted
SOCS1	NA	NA	NA	NA	NA	NA	Nucleus
PTPRQ	NA	NA	NA	NA	NA	NA	Membrane
OR10H3	NA	NA	NA	NA	NA	NA	Cell membrane
OTOP3	NA	NA	NA	NA	NA	NA	Cell membrane
WNT5B	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
TKFC	RBC	NA	NA	NA	NA	NA	NA
ELMO1	NA	NA	NA	NA	NA	NA	Cytoplasm
PLPPR3	NA	NA	NA	NA	NA	NA	Membrane
GTF2H2C	NA	NA	NA	NA	NA	NA	Nucleus
CD55	NA	NA	NA	NA	NA	comp	Membrane
S100A8	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
NUTM2B	NA	NA	NA	NA	NA	NA	NA
NUTM2E	NA	NA	NA	NA	NA	NA	NA
PLK5	NA	NA	NA	NA	NA	NA	Nucleus
TOMM20	NA	NA	NA	NA	NA	NA	Mitochondrion outer membrane
RASSF8	NA	NA	NA	NA	NA	NA	NA
RDH16	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
BCL9L	NA	NA	NA	NA	NA	NA	Nucleus
NFYA	NA	NA	NA	NA	NA	NA	Nucleus
GLIPR1L2	NA	NA	NA	NA	NA	NA	Membrane
TRAF3IP1	NA	NA	NA	NA	NA	NA	Cytoplasm
ST6GAL2	NA	NA	NA	NA	NA	NA	Golgi apparatus
CES4A	NA	NA	NA	NA	NA	NA	Secreted
PODNL1	NA	NA	Core matrisome	Proteoglycans	NA	NA	Secreted
GATA4	NA	NA	NA	NA	NA	NA	Nucleus
TWF2	RBC	NA	NA	NA	NA	NA	Cytoplasm
F12	RBC	Plasma	Matrisome-associated	ECM Regulators	Protease	coag	Secreted
XPO1	RBC	NA	NA	NA	NA	NA	Cytoplasm
CRYGC	NA	NA	NA	NA	NA	NA	NA
PLEKHA3	NA	NA	NA	NA	NA	NA	Golgi apparatus
BSDC1	RBC	NA	NA	NA	NA	NA	NA
NR4A3	NA	NA	NA	NA	NA	NA	Nucleus
TSACC	NA	NA	NA	NA	NA	NA	NA
IRAK4	NA	NA	NA	NA	NA	NA	Cytoplasm
FDX2	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
TAC4	NA	NA	NA	NA	NA	NA	Secreted
GPX4	RBC	NA	NA	NA	NA	NA	Mitochondrion
OR5P3	NA	NA	NA	NA	NA	NA	Cell membrane
IL1R1	NA	NA	NA	NA	NA	NA	Membrane
RBM4B	NA	NA	NA	NA	NA	NA	Nucleus
SP1	NA	NA	NA	NA	NA	NA	Nucleus
RBM45	NA	NA	NA	NA	NA	NA	Cytoplasm
USP29	NA	NA	NA	NA	Protease	NA	NA
ATG7	RBC	NA	NA	NA	NA	NA	Cytoplasm
NDUFA3	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
ELOVL1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
BAG6	RBC	NA	NA	NA	NA	NA	Cytoplasm
OXTR	NA	NA	NA	NA	NA	NA	Cell membrane
GDAP2	NA	NA	NA	NA	NA	NA	NA
CCDC186	NA	NA	NA	NA	NA	NA	NA
LRRC25	NA	NA	NA	NA	NA	NA	Membrane
HIGD2B	NA	NA	NA	NA	NA	NA	Mitochondrion membrane
LMNA	NA	NA	NA	NA	NA	NA	Nucleus
H2AJ	NA	NA	NA	NA	NA	NA	Nucleus
IMP3	NA	NA	NA	NA	NA	NA	Nucleus
NDUFAF2	NA	NA	NA	NA	NA	NA	Mitochondrion
TMEM39B	NA	NA	NA	NA	NA	NA	Membrane
HDLBP	NA	NA	NA	NA	NA	NA	Cytoplasm
MYO5A	NA	NA	NA	NA	NA	NA	NA
ABL2	NA	NA	NA	NA	NA	NA	Cytoplasm
FBL	NA	NA	NA	NA	NA	NA	Nucleus
PPARG	NA	NA	NA	NA	NA	NA	Nucleus
HYAL3	NA	NA	Matrisome-associated	ECM Regulators	GAG Modifier	NA	Secreted
FBXO40	NA	NA	NA	NA	NA	NA	Cytoplasm
TBX21	NA	NA	NA	NA	NA	NA	Nucleus
ZNF205	NA	NA	NA	NA	NA	NA	Nucleus
PLD1	NA	NA	NA	NA	NA	NA	Cytoplasm
HRG	RBC	Plasma	Matrisome-associated	ECM Regulators	Protease Inhibitor	plasma	Secreted
ELAVL3	NA	NA	NA	NA	NA	NA	NA
FOXO6	NA	NA	NA	NA	NA	NA	Cytoplasm
LTK	NA	NA	NA	NA	NA	NA	Cell membrane
HSP90B1	RBC	Plasma	NA	NA	NA	NA	Endoplasmic reticulum lumen
GORAB	NA	NA	NA	NA	NA	NA	Cytoplasm
PTH2	NA	NA	NA	NA	NA	NA	Secreted
PRR30	NA	NA	NA	NA	NA	NA	NA
NECTIN2	NA	NA	NA	NA	NA	NA	Cell membrane
IL6R	NA	NA	NA	NA	NA	NA	Cell membrane
SMYD2	NA	NA	NA	NA	NA	NA	Cytoplasm
PALMD	NA	NA	NA	NA	NA	NA	Cytoplasm Cell projection
EME2	NA	NA	NA	NA	NA	NA	Nucleus
HSH2D	NA	NA	NA	NA	NA	NA	Cytoplasm
DES	NA	NA	NA	NA	NA	NA	Cytoplasm
ACER2	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
STAT1	NA	NA	NA	NA	NA	NA	Cytoplasm
CLCC1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
NBL1	NA	NA	NA	NA	NA	NA	Secreted
SNX7	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle membrane
COX10	NA	NA	NA	NA	NA	NA	Mitochondrion membrane
PPM1G	NA	NA	NA	NA	NA	NA	Nucleus
BNIP1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
ACER1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
CYBC1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
PGLYRP3	NA	NA	NA	NA	NA	NA	Secreted
RAB3GAP1	NA	NA	NA	NA	NA	NA	Cytoplasm
KIR2DL4	NA	NA	NA	NA	NA	NA	Cell membrane
KIR3DL3	NA	NA	NA	NA	NA	NA	Cell membrane
PKD1L3	NA	NA	NA	NA	NA	NA	Cell membrane
GKN3P	NA	NA	NA	NA	NA	NA	Secreted
SHISA5	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
PDIA3	RBC	NA	NA	NA	NA	NA	Endoplasmic reticulum
SGPL1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
ACADVL	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
USP39	NA	NA	NA	NA	NA	NA	Nucleus
RGL1	NA	NA	NA	NA	NA	NA	NA
CLPTM1	NA	NA	NA	NA	NA	NA	Membrane
STPG1	NA	NA	NA	NA	NA	NA	Cytoplasm
PYM1	NA	NA	NA	NA	NA	NA	Cytoplasm
SELENBP1	NA	NA	NA	NA	NA	NA	Nucleus
LZTFL1	NA	NA	NA	NA	NA	NA	Cytoplasm
ALOX15B	NA	NA	NA	NA	NA	NA	Cytoplasm
KDM3B	NA	NA	NA	NA	NA	NA	Nucleus
TEX101	NA	NA	NA	NA	NA	NA	Cell membrane
WDR75	NA	NA	NA	NA	NA	NA	Nucleus
PIK3R5	NA	NA	NA	NA	NA	NA	Nucleus
RIPPLY2	NA	NA	NA	NA	NA	NA	Nucleus
HOXA9	NA	NA	NA	NA	NA	NA	Nucleus
ANKRD13D	RBC	NA	NA	NA	NA	NA	Cell membrane Late endosome Note=Interaction with EGFR may enhance association with the cell membrane
LINGO4	NA	NA	NA	NA	NA	NA	Membrane
IBA57	NA	NA	NA	NA	NA	NA	Mitochondrion
ATP11B	NA	NA	NA	NA	NA	NA	Recycling endosome membrane
DNAJC9	NA	NA	NA	NA	NA	NA	Nucleus
CEP104	NA	NA	NA	NA	NA	NA	Cell projection
PGAP1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
PLD2	NA	NA	NA	NA	NA	NA	Cell membrane
ATXN7L1	NA	NA	NA	NA	NA	NA	NA
YJU2B	NA	NA	NA	NA	NA	NA	NA
CD300LG	NA	NA	NA	NA	NA	NA	Apical cell membrane
NHLH1	NA	NA	NA	NA	NA	NA	Nucleus
TAF1B	NA	NA	NA	NA	NA	NA	Nucleus
TNRC6C	NA	NA	NA	NA	NA	NA	NA
SMAD3	NA	NA	NA	NA	NA	NA	Cytoplasm
NEURL4	NA	NA	NA	NA	NA	NA	Cytoplasm
ENSA	NA	NA	NA	NA	NA	NA	Cytoplasm
UHMK1	NA	NA	NA	NA	NA	NA	Nucleus
ARHGAP27	NA	NA	NA	NA	NA	NA	Cytoplasm
CDKN2D	NA	NA	NA	NA	NA	NA	Nucleus
KMT2C	NA	NA	NA	NA	NA	NA	Nucleus
FHOD1	RBC	NA	NA	NA	NA	NA	Cytoplasm
LENG9	NA	NA	NA	NA	NA	NA	NA
DEUP1	NA	NA	NA	NA	NA	NA	Cytoplasm
PIP4K2B	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
MIDN	NA	NA	NA	NA	NA	NA	Nucleus
GPATCH2	NA	NA	NA	NA	NA	NA	Nucleus speckle
ADAMTS15	NA	NA	Matrisome-associated	ECM Regulators	Protease	NA	Secreted
WDR45B	NA	NA	NA	NA	NA	NA	Preautophagosomal structure
SEC62	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
DNMT3A	NA	NA	NA	NA	NA	NA	Nucleus
TBC1D1	NA	NA	NA	NA	NA	NA	Nucleus
FLVCR1	NA	NA	NA	NA	NA	NA	Cell membrane
ACAD8	NA	NA	NA	NA	NA	NA	Mitochondrion
DPH5	NA	NA	NA	NA	NA	NA	NA
ELAC2	NA	NA	NA	NA	NA	NA	Mitochondrion
CMTR2	NA	NA	NA	NA	NA	NA	Nucleus
SYNGAP1	NA	NA	NA	NA	NA	NA	Membrane
LY6G6E	NA	NA	NA	NA	NA	NA	Cell surface
OGDH	RBC	NA	NA	NA	NA	NA	Mitochondrion matrix
FANCL	NA	NA	NA	NA	NA	NA	Cytoplasm
CDK2AP1	NA	NA	NA	NA	NA	NA	NA
KLHL30	NA	NA	NA	NA	NA	NA	NA
RETNLB	NA	NA	NA	NA	NA	NA	Secreted
NUDT21	NA	NA	NA	NA	NA	NA	Nucleus
RNASEH2A	NA	NA	NA	NA	NA	NA	Nucleus
TRADD	NA	NA	NA	NA	NA	NA	Nucleus
ARL13B	NA	NA	NA	NA	NA	NA	Cell projection
PFDN2	RBC	NA	NA	NA	NA	NA	Nucleus
OR2V2	NA	NA	NA	NA	NA	NA	Cell membrane
OR2V1	NA	NA	NA	NA	NA	NA	Cell membrane
ZRANB2	NA	NA	NA	NA	NA	NA	Nucleus
WDR37	RBC	NA	NA	NA	NA	NA	Cytoplasm
PAQR7	NA	NA	NA	NA	NA	NA	Cell membrane
SPNS2	NA	NA	NA	NA	NA	NA	Cell membrane
SLC20A1	NA	NA	NA	NA	NA	NA	Membrane
KLHL21	NA	NA	NA	NA	NA	NA	Cytoplasm
PLBD1	NA	NA	NA	NA	NA	NA	Lysosome
MOB3C	NA	NA	NA	NA	NA	NA	NA
DENND1B	NA	NA	NA	NA	NA	NA	Cytoplasm
FRS2	NA	NA	NA	NA	NA	NA	Membrane
ACCS	NA	NA	NA	NA	NA	NA	Cytoplasm
CIBAR2	NA	NA	NA	NA	NA	NA	Cytoplasm
TLR3	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
LRRC51	NA	NA	NA	NA	NA	NA	Cytoplasm
TMEM132C	NA	NA	NA	NA	NA	NA	Membrane
RFX8	NA	NA	NA	NA	NA	NA	Nucleus
SULT2B1	NA	NA	NA	NA	NA	NA	Cytoplasm
PET100	NA	NA	NA	NA	NA	NA	Membrane
KRT33A	NA	NA	NA	NA	NA	NA	NA
PPP1R42	NA	NA	NA	NA	NA	NA	Cytoplasm
DPYS	NA	NA	NA	NA	NA	NA	NA
IFI44	NA	NA	NA	NA	NA	NA	Cytoplasm
CDH3	NA	NA	NA	NA	NA	NA	Cell membrane
NRM	NA	NA	NA	NA	NA	NA	Nucleus inner membrane
QPCTL	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
CALB2	NA	NA	NA	NA	NA	NA	NA
VPS35L	NA	NA	NA	NA	NA	NA	Membrane
EIF2B4	NA	NA	NA	NA	NA	NA	NA
NMRK2	NA	NA	NA	NA	NA	NA	NA
CEP72	NA	NA	NA	NA	NA	NA	Cytoplasm
SELL	NA	Plasma	NA	NA	NA	NA	Cell membrane
P3H1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum
SEM1	NA	NA	NA	NA	NA	NA	Nucleus
MYO9B	NA	NA	NA	NA	NA	NA	Cytoplasm
CD8A	NA	NA	NA	NA	NA	NA	Cell membrane
CCDC51	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
FMOD	NA	NA	Core matrisome	Proteoglycans	Structural ECM	NA	Secreted
ATPAF1	NA	NA	NA	NA	NA	mito	Mitochondrion
MOGAT1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
SLC12A8	NA	NA	NA	NA	NA	NA	Membrane
U2AF2	NA	NA	NA	NA	NA	NA	Nucleus
WNT9A	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
PRSS22	NA	NA	NA	NA	Protease	NA	NA
PSMD4	RBC	NA	NA	NA	NA	NA	Cytoplasm
HOATZ	NA	NA	NA	NA	NA	NA	Cytoplasm
KLHL35	NA	NA	NA	NA	NA	NA	NA
WWTR1	NA	NA	NA	NA	NA	NA	Nucleus
SIN3B	NA	NA	NA	NA	NA	NA	Nucleus
IKZF2	NA	NA	NA	NA	NA	NA	Nucleus
RFX2	NA	NA	NA	NA	NA	NA	Nucleus
SLC5A9	NA	NA	NA	NA	NA	NA	Membrane
CYP3A7-CYP3A51P	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
CYP3A43	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
CYP3A4	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
NLRC4	NA	NA	NA	NA	NA	NA	Cytoplasm
BAHCC1	NA	NA	NA	NA	NA	NA	NA
PODXL2	NA	NA	NA	NA	NA	NA	Membrane
SPAM1	NA	NA	Matrisome-associated	ECM Regulators	NA	NA	Cell membrane
ZC3H12A	NA	NA	NA	NA	NA	NA	Nucleus
ACVR1B	NA	NA	NA	NA	NA	NA	Cell membrane
CCDC89	NA	NA	NA	NA	NA	NA	Cytoplasm
RAD23A	RBC	NA	NA	NA	NA	NA	Nucleus
FAN1	NA	NA	NA	NA	NA	NA	Nucleus
TGFB2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
PM20D1	NA	Plasma	NA	NA	NA	lipid metabolism	Secreted
PTP4A1	NA	NA	NA	NA	NA	NA	Cell membrane
RNF146	NA	NA	NA	NA	NA	NA	Cytoplasm
ASIC2	NA	NA	NA	NA	NA	NA	Cell membrane
A3GALT2	NA	NA	NA	NA	NA	NA	Golgi apparatus
SOX6	NA	NA	NA	NA	NA	NA	Nucleus
USP36	NA	NA	NA	NA	Protease	NA	Nucleus
SEC14L1	NA	NA	NA	NA	NA	NA	Cytoplasm
SORCS1	NA	NA	NA	NA	NA	NA	Membrane
MYSM1	NA	NA	NA	NA	Protease	NA	Nucleus
CDK15	NA	NA	NA	NA	NA	NA	NA
PABPC1	RBC	NA	NA	NA	NA	NA	Cytoplasm
GIN1	NA	NA	NA	NA	NA	NA	NA
CNPY3	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum
TAF2	NA	NA	NA	NA	NA	NA	Nucleus
STAT2	NA	NA	NA	NA	NA	NA	Cytoplasm
LONP1	NA	NA	NA	NA	Protease	NA	Mitochondrion matrix
MLPH	NA	NA	NA	NA	NA	NA	Melanosome
SEC22A	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
OR5T1	NA	NA	NA	NA	NA	NA	Cell membrane
OR5T3	NA	NA	NA	NA	NA	NA	Cell membrane
RNPEP	RBC	NA	NA	NA	Protease	NA	Secreted
FCRL1	NA	NA	NA	NA	NA	NA	Cell membrane
LTF	RBC	Plasma	NA	NA	Protease	plasma	Secreted Cytoplasmic granule
SLC16A10	RBC	NA	NA	NA	NA	NA	Cell membrane
CBFB	NA	NA	NA	NA	NA	NA	Nucleus
AMOTL2	NA	NA	NA	NA	NA	NA	Recycling endosome
HNRNPC	NA	NA	NA	NA	NA	NA	Nucleus
HNRNPCL1	NA	NA	NA	NA	NA	NA	Nucleus
HNRNPCL2	NA	NA	NA	NA	NA	NA	Nucleus
HNRNPCL4	NA	NA	NA	NA	NA	NA	Nucleus
HNRNPCL3	NA	NA	NA	NA	NA	NA	Nucleus
STPG3	NA	NA	NA	NA	NA	NA	NA
LIPT1	NA	NA	NA	NA	NA	NA	Mitochondrion
THAP4	NA	NA	NA	NA	NA	NA	NA
GRIP1	NA	NA	NA	NA	NA	NA	Membrane
KCNN4	NA	NA	NA	NA	NA	NA	Cell membrane
SVIL	NA	NA	NA	NA	NA	NA	Cell membrane
PPIB	RBC	NA	NA	NA	NA	NA	Endoplasmic reticulum lumen
MFF	NA	NA	NA	NA	NA	NA	Mitochondrion outer membrane
SHOX2	NA	NA	NA	NA	NA	NA	Nucleus
PIWIL2	NA	NA	NA	NA	NA	NA	Cytoplasm
OTUD7B	NA	NA	NA	NA	Protease	NA	Cytoplasm
WIZ	NA	NA	NA	NA	NA	NA	Nucleus
LRRC14	NA	NA	NA	NA	NA	NA	Cytoplasm
TMEM126B	NA	NA	NA	NA	NA	NA	Mitochondrion membrane
TMEM231	NA	NA	NA	NA	NA	NA	Cell projection
TAF9	NA	NA	NA	NA	NA	NA	Nucleus
VAMP5	NA	NA	NA	NA	NA	NA	Cell membrane
F2RL1	NA	NA	NA	NA	NA	NA	Cell membrane
CPN2	RBC	Plasma	Matrisome-associated	ECM Regulators	Protease	p	Secreted
OGFOD2	NA	NA	Matrisome-associated	ECM Regulators	ECM PTM Modifier	NA	NA
APLP2	NA	NA	NA	NA	NA	NA	Cell membrane
UBR4	RBC	NA	NA	NA	NA	NA	Membrane
DHX29	NA	NA	NA	NA	NA	NA	Cytoplasm
DNAJB12	RBC	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
THOC3	NA	NA	NA	NA	NA	NA	Nucleus
CD34	NA	NA	NA	NA	NA	NA	Membrane
CRYZ	RBC	NA	NA	NA	NA	NA	Cytoplasm
GCKR	NA	NA	NA	NA	NA	NA	Cytoplasm
CAMKV	NA	NA	NA	NA	NA	NA	Cell membrane
AMIGO1	NA	NA	NA	NA	NA	NA	Cell membrane
BTG2	NA	NA	NA	NA	NA	NA	NA
KRT7	NA	NA	NA	NA	NA	cytoskeletal	Cytoplasm
SOAT1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
LARP4B	NA	NA	NA	NA	NA	NA	Cytoplasm
PIGS	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
ZIK1	NA	NA	NA	NA	NA	NA	Nucleus
TMEM70	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
GPR85	NA	NA	NA	NA	NA	NA	Cell membrane
OR5H8	NA	NA	NA	NA	NA	NA	Cell membrane
OR5H1	NA	NA	NA	NA	NA	NA	Cell membrane
OR5H14	NA	NA	NA	NA	NA	NA	Cell membrane
OR5H6	NA	NA	NA	NA	NA	NA	Cell membrane
OR5H2	NA	NA	NA	NA	NA	NA	Cell membrane
OR5H15	NA	NA	NA	NA	NA	NA	Cell membrane
ZNF780A	NA	NA	NA	NA	NA	NA	Nucleus
TM2D2	NA	NA	NA	NA	NA	NA	Membrane
NOMO3	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
NOMO2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
NOMO1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
EFCAB2	NA	NA	NA	NA	NA	NA	Cytoplasm
ASPRV1	NA	NA	NA	NA	Protease	NA	Membrane
OR2Y1	NA	NA	NA	NA	NA	NA	Cell membrane
BAX	NA	NA	NA	NA	NA	NA	Mitochondrion outer membrane
OXLD1	NA	NA	NA	NA	NA	NA	NA
SHROOM1	NA	NA	NA	NA	NA	NA	Cytoplasm
CYP20A1	NA	NA	NA	NA	NA	NA	Membrane
RABIF	NA	NA	NA	NA	NA	NA	NA
TRIM42	NA	NA	NA	NA	NA	NA	NA
MTSS2	NA	NA	NA	NA	NA	NA	Cytoplasm
HOXB2	NA	NA	NA	NA	NA	NA	Nucleus
SOX13	NA	NA	NA	NA	NA	NA	Nucleus
ARL6IP6	NA	NA	NA	NA	NA	NA	Nucleus inner membrane
NOP2	NA	NA	NA	NA	NA	NA	Nucleus
SNX16	NA	NA	NA	NA	NA	NA	Early endosome membrane
SF3B1	NA	NA	NA	NA	NA	NA	Nucleus
CDC42EP4	NA	NA	NA	NA	NA	NA	Endomembrane system
TECR	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
RPP21	NA	NA	NA	NA	NA	NA	Nucleus
KHDC4	NA	NA	NA	NA	NA	NA	Nucleus
SRP68	NA	NA	NA	NA	NA	NA	Cytoplasm
SIK3	NA	NA	NA	NA	NA	NA	Cytoplasm
BICRA	NA	NA	NA	NA	NA	NA	NA
SDC1	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Other ECM	NA	Membrane
NDUFC2-KCTD14	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
NDUFC2	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
EPN2	NA	NA	NA	NA	NA	NA	Cytoplasm
MANEAL	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
BLOC1S4	NA	NA	NA	NA	NA	NA	Cytoplasm
SMC4	NA	NA	NA	NA	NA	NA	Nucleus
USP33	NA	NA	NA	NA	Protease	NA	Cytoplasm
SH3BGRL3	RBC	NA	NA	NA	NA	NA	Cytoplasm
ST3GAL6	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
PUS1	NA	NA	NA	NA	NA	NA	Mitochondrion
IL20	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
BAZ2A	NA	NA	NA	NA	NA	NA	Nucleus
RAP1A	RBC	Plasma	NA	NA	NA	NA	Cell membrane
SPRR3	NA	NA	NA	NA	NA	NA	Cytoplasm
GALK1	RBC	NA	NA	NA	NA	NA	NA
GPR156	NA	NA	NA	NA	NA	NA	Cell membrane
DENND5A	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
PRKCQ	NA	NA	NA	NA	NA	NA	Cytoplasm
LYPLAL1	NA	NA	NA	NA	NA	NA	Cytoplasm
MTHFD2	NA	NA	NA	NA	NA	NA	Mitochondrion
PLXNA4	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Other ECM	NA	Cell membrane
SLAMF8	NA	NA	NA	NA	NA	NA	Membrane
CADM3	NA	NA	NA	NA	NA	NA	Cell membrane
ULK1	NA	NA	NA	NA	NA	NA	Cytoplasm
TSEN34	NA	NA	NA	NA	NA	NA	Nucleus
GOLT1B	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
KCNN3	NA	NA	NA	NA	NA	NA	Membrane
XYLT2	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
BATF3	NA	NA	NA	NA	NA	NA	Nucleus
IL18RAP	NA	NA	NA	NA	NA	NA	Cell membrane
CETN3	NA	NA	NA	NA	NA	NA	Cytoplasm
NMD3	NA	NA	NA	NA	NA	NA	Cytoplasm
ACVR2B	NA	NA	NA	NA	NA	NA	Cell membrane
SIKE1	NA	NA	NA	NA	NA	NA	Cytoplasm
TRIP12	NA	NA	NA	NA	NA	NA	Nucleus
SLC16A5	NA	NA	NA	NA	NA	NA	Cell membrane
PACC1	NA	NA	NA	NA	NA	NA	Cell membrane
VSIG8	NA	NA	NA	NA	NA	NA	Membrane
SLCO2A1	NA	NA	NA	NA	NA	NA	Cell membrane
ATP6V0A2	NA	NA	NA	NA	NA	NA	Cell membrane
ABHD14B	NA	NA	NA	NA	NA	NA	Cytoplasm
ILDR2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
PALM3	NA	NA	NA	NA	NA	NA	Cytoplasm
MMS22L	NA	NA	NA	NA	NA	NA	Nucleus
PIP5K1A	RBC	NA	NA	NA	NA	NA	Cell membrane
NR2C1	NA	NA	NA	NA	NA	NA	Nucleus Nucleus
SLC35G5	NA	NA	NA	NA	NA	NA	Membrane
SLC35G6	NA	NA	NA	NA	NA	NA	Membrane
SLC35G3	NA	NA	NA	NA	NA	NA	Membrane
PLXNB1	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Other ECM	NA	Cell membrane
DGKI	NA	NA	NA	NA	NA	NA	Cell projection
GPA33	NA	NA	NA	NA	NA	NA	Membrane
LRRC39	NA	NA	NA	NA	NA	NA	Cytoplasm
HOXD11	NA	NA	NA	NA	NA	NA	Nucleus
PMEL	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
THY1	NA	NA	NA	NA	NA	NA	Cell membrane
GAS8	NA	NA	NA	NA	NA	NA	Cytoplasm
EGFR	RBC	Plasma	NA	NA	NA	NA	Cell membrane
CHDH	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
POU1F1	NA	NA	NA	NA	NA	NA	Nucleus
MTSS1	NA	NA	NA	NA	NA	NA	Cytoplasm
