Gene_Symbol	Protein_length	Division	Category	Secretome
MRPL9	267	Mitochondrion	Mitochondria	Non-secretome
MRPS12	138	Mitochondrion	Mitochondria	Non-secretome
MRPS16	137	Mitochondrion	Mitochondria	Non-secretome
MRPS17	130	Mitochondrion	Mitochondria	Non-secretome
MRPS18	0	Mitochondria	Mitochondria	Non-secretome
MRPS28	187	Mitochondrion	Mitochondria	Non-secretome
MRPS35	323	Mitochondrion	Mitochondria	Non-secretome
MRPS5	430	Mitochondrion	Mitochondria	Non-secretome
MRPS8	0	Mitochondria	Mitochondria	Non-secretome
MRPS9	396	Mitochondrion	Mitochondria	Non-secretome
MRS1	0	Mitochondria	Mitochondria	Non-secretome
MRS2	443	Mitochondrion	Mitochondria	Non-secretome
MRS3	0	Mitochondria	Mitochondria	Non-secretome
MRS4	0	Mitochondria	Mitochondria	Non-secretome
MRX1	0	Mitochondria	Mitochondria	Non-secretome
MRX10	0	Mitochondria	Mitochondria	Non-secretome
MRX11	0	Mitochondria	Mitochondria	Non-secretome
MRX12	0	Mitochondria	Mitochondria	Non-secretome
MRX14	0	Mitochondria	Mitochondria	Non-secretome
MRX3	0	Mitochondria	Mitochondria	Non-secretome
MRX4	0	Mitochondria	Mitochondria	Non-secretome
MRX5	0	Mitochondria	Mitochondria	Non-secretome
MRX6	0	Mitochondria	Mitochondria	Non-secretome
MRX7	0	Mitochondria	Mitochondria	Non-secretome
MRX8	0	Mitochondria	Mitochondria	Non-secretome
MRX9	0	Mitochondria	Mitochondria	Non-secretome
MSC1	0	Mitochondria	Mitochondria	Non-secretome
MSC6	0	Mitochondria	Mitochondria	Non-secretome
MSD1	0	Mitochondria	Mitochondria	Non-secretome
MSE1	0	Mitochondria	Mitochondria	Non-secretome
MSF1	0	Mitochondria	Mitochondria	Non-secretome
MSH1	0	Mitochondria	Mitochondria	Non-secretome
MSK1	0	Mitochondria	Mitochondria	Non-secretome
MSM1	0	Mitochondria	Mitochondria	Non-secretome
MSP1	0	Mitochondria	Mitochondria	Non-secretome
MSR1	451	Membrane	Mitochondria	Non-secretome
MSS1	0	Mitochondria	Mitochondria	Non-secretome
MSS116	0	Mitochondria	Mitochondria	Non-secretome
MSS18	0	Mitochondria	Mitochondria	Non-secretome
MSS2	0	Mitochondria	Mitochondria	Non-secretome
MSS51	460	Other	Mitochondria	Non-secretome
MSW1	0	Mitochondria	Mitochondria	Non-secretome
MSY1	0	Mitochondria	Mitochondria	Non-secretome
MTC3	0	Mitochondria	Mitochondria	Non-secretome
MTF1	753	Nucleus	Mitochondria	Non-secretome
MTF2	593	Nucleus	Mitochondria	Non-secretome
MTG1	334	Mitochondrion	Mitochondria	Non-secretome
MTG2	406	Mitochondria	Mitochondria	Non-secretome
MTM1	603	Cytoplasm	Mitochondria	Non-secretome
MTO1	717	Mitochondrion	Mitochondria	Non-secretome
MTQ1	0	Mitochondria	Mitochondria	Non-secretome
MXR2	0	Mitochondria	Mitochondria	Non-secretome
MYO4	0	Mitochondria	Mitochondria	Non-secretome
MZM1	0	Mitochondria	Mitochondria	Non-secretome
NAM2	0	Mitochondria	Mitochondria	Non-secretome
NAM9	0	Mitochondria	Mitochondria	Non-secretome
NAT2	290	Cytoplasm	Mitochondria	Non-secretome
NCA2	0	Mitochondria	Mitochondria	Non-secretome
NCE101	0	Mitochondria	Mitochondria	Non-secretome
NCE103	0	Mitochondria	Mitochondria	Non-secretome
NCS6	0	Mitochondria	Mitochondria	Non-secretome
NDE1	335	Cytoplasm	Mitochondria	Non-secretome
NDE2	0	Mitochondria	Mitochondria	Non-secretome
NDI1	0	Mitochondria	Mitochondria	Non-secretome
NFS1	457	Mitochondrion	Mitochondria	Non-secretome
NFU1	254	Mitochondrion	Mitochondria	Non-secretome
NGL1	0	Mitochondria	Mitochondria	Non-secretome
NIF3	0	Mitochondria	Mitochondria	Non-secretome
NIT2	276	Cytoplasm	Mitochondria	Non-secretome
NIT3	0	Mitochondria	Mitochondria	Non-secretome
NOB1	412	Nucleus	Mitochondria	Non-secretome
NPL4	0	Mitochondria	Mitochondria	Non-secretome
NRK1	0	Mitochondria	Mitochondria	Non-secretome
NSA1	0	Mitochondria	Mitochondria	Non-secretome
NTA1	0	Mitochondria	Mitochondria	Non-secretome
NTG1	0	Mitochondria	Mitochondria	Non-secretome
NUC1	0	Mitochondria	Mitochondria	Non-secretome
O13571	0	Mitochondria	Mitochondria	Non-secretome
OAC1	0	Mitochondria	Mitochondria	Non-secretome
OAR1	0	Mitochondria	Mitochondria	Non-secretome
ODC1	461	Cytoplasm	Mitochondria	Non-secretome
ODC2	0	Mitochondria	Mitochondria	Non-secretome
OGG1	345	Nucleus	Mitochondria	Non-secretome
OLI1	0	Mitochondria	Mitochondria	Non-secretome
OM14	0	Mitochondria	Mitochondria	Non-secretome
OM45	0	Mitochondria	Mitochondria	Non-secretome
OMA1	524	Mitochondrion	Mitochondria	Non-secretome
OMS1	0	Mitochondria	Mitochondria	Non-secretome
ORC2	577	Nucleus	Mitochondria	Non-secretome
ORT1	0	Mitochondria	Mitochondria	Non-secretome
OSM1	0	Mitochondria	Mitochondria	Non-secretome
OXA1	0	Mitochondria	Mitochondria	Non-secretome
OXR1	874	Mitochondrion	Mitochondria	Non-secretome
OYE2	0	Mitochondria	Mitochondria	Non-secretome
P03881	0	Mitochondria	Mitochondria	Non-secretome
P34220	0	Mitochondria	Mitochondria	Non-secretome
P36052	0	Mitochondria	Mitochondria	Non-secretome
P36086	0	Mitochondria	Mitochondria	Non-secretome
P36151	0	Mitochondria	Mitochondria	Non-secretome
P38081	0	Mitochondria	Mitochondria	Non-secretome
P38330	0	Mitochondria	Mitochondria	Non-secretome
P38709	0	Mitochondria	Mitochondria	Non-secretome
P40519	0	Mitochondria	Mitochondria	Non-secretome
P43617	0	Mitochondria	Mitochondria	Non-secretome
P47052	0	Mitochondria	Mitochondria	Non-secretome
P47053	0	Mitochondria	Mitochondria	Non-secretome
P47177	0	Mitochondria	Mitochondria	Non-secretome
P48569	0	Mitochondria	Mitochondria	Non-secretome
P53208	0	Mitochondria	Mitochondria	Non-secretome
P53852	0	Mitochondria	Mitochondria	Non-secretome
P53921	0	Mitochondria	Mitochondria	Non-secretome
PAD1	0	Mitochondria	Mitochondria	Non-secretome
PAM16	125	Mitochondrion	Mitochondria	Non-secretome
PAM17	0	Mitochondria	Mitochondria	Non-secretome
PAM18	0	Mitochondria	Mitochondria	Non-secretome
PAN5	0	Mitochondria	Mitochondria	Non-secretome
PBP1	0	Mitochondria	Mitochondria	Non-secretome
PCD1	0	Mitochondria	Mitochondria	Non-secretome
PCP1	0	Mitochondria	Mitochondria	Non-secretome
PDA1	0	Mitochondria	Mitochondria	Non-secretome
PDB1	0	Mitochondria	Mitochondria	Non-secretome
PDC6	0	Mitochondria	Mitochondria	Non-secretome
PDH1	0	Mitochondria	Mitochondria	Non-secretome
PDL32	0	Mitochondria	Mitochondria	Non-secretome
PDR15	0	Mitochondria	Mitochondria	Non-secretome
PDX1	283	Nucleus	Mitochondria	Non-secretome
PDX3	0	Mitochondria	Mitochondria	Non-secretome
PET100	73	Membrane	Mitochondria	Non-secretome
PET111	0	Mitochondria	Mitochondria	Non-secretome
PET112	0	Mitochondria	Mitochondria	Non-secretome
PET117	81	Mitochondrion	Mitochondria	Intracellular and membrane
PET122	0	Mitochondria	Mitochondria	Non-secretome
PET123	0	Mitochondria	Mitochondria	Non-secretome
PET127	0	Mitochondria	Mitochondria	Non-secretome
PET130	0	Mitochondria	Mitochondria	Non-secretome
PET191	0	Mitochondria	Mitochondria	Non-secretome
PET20	0	Mitochondria	Mitochondria	Non-secretome
PET309	0	Mitochondria	Mitochondria	Non-secretome
PET494	0	Mitochondria	Mitochondria	Non-secretome
PET54	0	Mitochondria	Mitochondria	Non-secretome
PET8	0	Mitochondria	Mitochondria	Non-secretome
PET9	0	Mitochondria	Mitochondria	Non-secretome
PFK1	0	Mitochondria	Mitochondria	Non-secretome
PFK2	0	Mitochondria	Mitochondria	Non-secretome
PGC1	0	Mitochondria	Mitochondria	Non-secretome
PGI1	0	Mitochondria	Mitochondria	Non-secretome
PGK1	417	Cytoplasm	Mitochondria	Non-secretome
PGS1	556	Mitochondrion	Mitochondria	Non-secretome
PHB1	0	Mitochondria	Mitochondria	Non-secretome
PHB2	299	Mitochondrion	Mitochondria	Non-secretome
PIC2	0	Mitochondria	Mitochondria	Non-secretome
PIF1	641	Nucleus	Mitochondria	Non-secretome
PIM1	313	Cytoplasm	Mitochondria	Non-secretome
PIS1	0	Mitochondria	Mitochondria	Non-secretome
PKP1	747	Nucleus	Mitochondria	Non-secretome
PKP2	881	Mitochondria	Mitochondria	Non-secretome
PNT1	0	Mitochondria	Mitochondria	Non-secretome
POA1	0	Mitochondria	Mitochondria	Non-secretome
POF1	0	Mitochondria	Mitochondria	Non-secretome
POR1	0	Mitochondria	Mitochondria	Non-secretome
POR2	0	Mitochondria	Mitochondria	Non-secretome
POS5	0	Mitochondria	Mitochondria	Non-secretome
POT1	634	Mitochondria	Mitochondria	Non-secretome
PPA2	334	Mitochondrion	Mitochondria	Non-secretome
PPE1	0	Mitochondria	Mitochondria	Non-secretome
PPT2	302	Lysosome	Mitochondria	Intracellular and membrane
PPX1	0	Mitochondria	Mitochondria	Non-secretome
PRD1	0	Mitochondria	Mitochondria	Non-secretome
PRE6	0	Mitochondria	Mitochondria	Non-secretome
PRX1	0	Mitochondria	Mitochondria	Non-secretome
PSD1	0	Mitochondria	Mitochondria	Non-secretome
PTC5	0	Mitochondria	Mitochondria	Non-secretome
PTC6	0	Mitochondria	Mitochondria	Non-secretome
PTC7	0	Mitochondria	Mitochondria	Non-secretome
PTH1	0	Mitochondria	Mitochondria	Non-secretome
PTH2	100	Secreted	Mitochondria	Brain
PTH4	0	Mitochondria	Mitochondria	Non-secretome
PUF3	0	Mitochondria	Mitochondria	Non-secretome
PUS2	0	Mitochondria	Mitochondria	Non-secretome
PUS4	0	Mitochondria	Mitochondria	Non-secretome
PUS5	0	Mitochondria	Mitochondria	Non-secretome
PUS6	0	Mitochondria	Mitochondria	Non-secretome
PUS9	0	Mitochondria	Mitochondria	Non-secretome
PUT1	0	Mitochondria	Mitochondria	Non-secretome
PUT2	0	Mitochondria	Mitochondria	Non-secretome
PXP2	0	Mitochondria	Mitochondria	Non-secretome
PYK2	0	Mitochondria	Mitochondria	Non-secretome
Q03083	0	Mitochondria	Mitochondria	Non-secretome
Q03236	0	Mitochondria	Mitochondria	Non-secretome
Q04408	0	Mitochondria	Mitochondria	Non-secretome
Q05867	0	Mitochondria	Mitochondria	Non-secretome
Q12082	0	Mitochondria	Mitochondria	Non-secretome
Q12251	0	Mitochondria	Mitochondria	Non-secretome
Q12257	0	Mitochondria	Mitochondria	Non-secretome
Q12298	0	Mitochondria	Mitochondria	Non-secretome
Q12486	0	Mitochondria	Mitochondria	Non-secretome
QCR10	0	Mitochondria	Mitochondria	Non-secretome
QCR2	0	Mitochondria	Mitochondria	Non-secretome
QCR6	0	Mitochondria	Mitochondria	Non-secretome
QCR7	0	Mitochondria	Mitochondria	Non-secretome
QCR8	0	Mitochondria	Mitochondria	Non-secretome
QCR9	0	Mitochondria	Mitochondria	Non-secretome
QRI5	0	Mitochondria	Mitochondria	Non-secretome
QRI7	0	Mitochondria	Mitochondria	Non-secretome
RAD27	0	Mitochondria	Mitochondria	Non-secretome
RAD30	0	Mitochondria	Mitochondria	Non-secretome
RAS2	0	Mitochondria	Mitochondria	Non-secretome
RAX2	184	Mitochondria	Mitochondria	Non-secretome
RCF1	0	Mitochondria	Mitochondria	Non-secretome
RCF2	0	Mitochondria	Mitochondria	Non-secretome
RCF3	0	Mitochondria	Mitochondria	Non-secretome
RCI37	0	Mitochondria	Mitochondria	Non-secretome
RCI50	0	Mitochondria	Mitochondria	Non-secretome
RDL2	0	Mitochondria	Mitochondria	Non-secretome
REV1	1251	Nucleus	Mitochondria	Non-secretome
REV3	0	Mitochondria	Mitochondria	Non-secretome
REV7	0	Mitochondria	Mitochondria	Non-secretome
REX2	0	Mitochondria	Mitochondria	Non-secretome
RFC5	340	Nucleus	Mitochondria	Non-secretome
RIB3	0	Mitochondria	Mitochondria	Non-secretome
RIB4	0	Mitochondria	Mitochondria	Non-secretome
RIM1	0	Mitochondria	Mitochondria	Non-secretome
RIM2	0	Mitochondria	Mitochondria	Non-secretome
RIP1	0	Mitochondria	Mitochondria	Non-secretome
RMD9	0	Mitochondria	Mitochondria	Non-secretome
RML2	0	Mitochondria	Mitochondria	Non-secretome
RNA14	0	Mitochondria	Mitochondria	Non-secretome
RPC34	0	Mitochondria	Mitochondria	Non-secretome
RPM2	0	Mitochondria	Mitochondria	Non-secretome
RPN11	0	Mitochondria	Mitochondria	Non-secretome
RPO41	0	Mitochondria	Mitochondria	Non-secretome
RRF1	0	Mitochondria	Mitochondria	Non-secretome
RRG1	0	Mitochondria	Mitochondria	Non-secretome
RRG7	0	Mitochondria	Mitochondria	Non-secretome
RRG8	0	Mitochondria	Mitochondria	Non-secretome
RRG9	0	Mitochondria	Mitochondria	Non-secretome
RSF1	1441	Mitochondria	Mitochondria	Intracellular and membrane
RSM10	0	Mitochondria	Mitochondria	Non-secretome
RSM18	0	Mitochondria	Mitochondria	Non-secretome
RSM19	0	Mitochondria	Mitochondria	Non-secretome
RSM22	0	Mitochondria	Mitochondria	Non-secretome
RSM23	0	Mitochondria	Mitochondria	Non-secretome
RSM24	0	Mitochondria	Mitochondria	Non-secretome
RSM25	0	Mitochondria	Mitochondria	Non-secretome
RSM26	0	Mitochondria	Mitochondria	Non-secretome
RSM27	0	Mitochondria	Mitochondria	Non-secretome
RSM28	0	Mitochondria	Mitochondria	Non-secretome
RSM7	0	Mitochondria	Mitochondria	Non-secretome
RSO55	0	Mitochondria	Mitochondria	Non-secretome
RTC6	0	Mitochondria	Mitochondria	Non-secretome
SAL1	0	Mitochondria	Mitochondria	Non-secretome
SAM35	0	Mitochondria	Mitochondria	Non-secretome
SAM37	0	Mitochondria	Mitochondria	Non-secretome
SAM50	0	Mitochondria	Mitochondria	Non-secretome
SAP1	0	Mitochondria	Mitochondria	Non-secretome
SAT4	0	Mitochondria	Mitochondria	Non-secretome
SCEI	0	Mitochondria	Mitochondria	Non-secretome
SCM4	0	Mitochondria	Mitochondria	Non-secretome
SCO1	301	Mitochondrion	Mitochondria	Non-secretome
SCO2	266	Mitochondrion	Mitochondria	Non-secretome
SDH1	0	Mitochondria	Mitochondria	Non-secretome
SDH2	0	Mitochondria	Mitochondria	Non-secretome
SDH3	0	Mitochondria	Mitochondria	Non-secretome
SDH4	0	Mitochondria	Mitochondria	Non-secretome
SDH5	0	Mitochondria	Mitochondria	Non-secretome
SDH6	0	Mitochondria	Mitochondria	Non-secretome
SDH7	0	Mitochondria	Mitochondria	Non-secretome
SDH8	0	Mitochondria	Mitochondria	Non-secretome
SDO1	0	Mitochondria	Mitochondria	Non-secretome
SED1	0	Mitochondria	Mitochondria	Non-secretome
SEN15	0	Mitochondria	Mitochondria	Non-secretome
SEN2	0	Mitochondria	Mitochondria	Non-secretome
SEN34	0	Mitochondria	Mitochondria	Non-secretome
SEN54	0	Mitochondria	Mitochondria	Non-secretome
SFC1	0	Mitochondria	Mitochondria	Non-secretome
SFH5	0	Mitochondria	Mitochondria	Non-secretome
SFK1	0	Mitochondria	Mitochondria	Non-secretome
SHE9	0	Mitochondria	Mitochondria	Non-secretome
SHH3	0	Mitochondria	Mitochondria	Non-secretome
SHH4	0	Mitochondria	Mitochondria	Non-secretome
SHM1	0	Mitochondria	Mitochondria	Non-secretome
SHY1	0	Mitochondria	Mitochondria	Non-secretome
SLM3	0	Mitochondria	Mitochondria	Non-secretome
SLM5	0	Mitochondria	Mitochondria	Non-secretome
SLS1	0	Mitochondria	Mitochondria	Non-secretome
SLT2	0	Mitochondria	Mitochondria	Non-secretome
SMM1	0	Mitochondria	Mitochondria	Non-secretome
SOD1	154	Cytoplasm	Mitochondria	Non-secretome
SOD2	222	Mitochondrion	Mitochondria	Non-secretome
SOM1	0	Mitochondria	Mitochondria	Non-secretome
SOV1	0	Mitochondria	Mitochondria	Non-secretome
SPC19	0	Mitochondria	Mitochondria	Non-secretome
SPG1	0	Mitochondria	Mitochondria	Non-secretome
SPO14	0	Mitochondria	Mitochondria	Non-secretome
SPO73	0	Mitochondria	Mitochondria	Non-secretome
SSA2	0	Mitochondria	Mitochondria	Non-secretome
SSC1	0	Mitochondria	Mitochondria	Non-secretome
SSQ1	0	Mitochondria	Mitochondria	Non-secretome
STE23	0	Mitochondria	Mitochondria	Non-secretome
STF1	0	Mitochondria	Mitochondria	Non-secretome
STT4	0	Mitochondria	Mitochondria	Non-secretome
SUA5	0	Mitochondria	Mitochondria	Non-secretome
SUE1	0	Mitochondria	Mitochondria	Non-secretome
SUN4	0	Mitochondria	Mitochondria	Non-secretome
SUV3	0	Mitochondria	Mitochondria	Non-secretome
SWS2	0	Mitochondria	Mitochondria	Non-secretome
SYM1	0	Mitochondria	Mitochondria	Non-secretome
TAH18	0	Mitochondria	Mitochondria	Non-secretome
TAM41	0	Mitochondria	Mitochondria	Non-secretome
TAR1	0	Mitochondria	Mitochondria	Non-secretome
TAZ1	0	Mitochondria	Mitochondria	Non-secretome
TCD1	0	Mitochondria	Mitochondria	Non-secretome
TCD2	0	Mitochondria	Mitochondria	Non-secretome
TCM62	0	Mitochondria	Mitochondria	Non-secretome
TDH1	0	Mitochondria	Mitochondria	Non-secretome
TDH2	0	Mitochondria	Mitochondria	Non-secretome
TDH3	0	Mitochondria	Mitochondria	Non-secretome
TEF1	0	Mitochondria	Mitochondria	Non-secretome
TES1	0	Mitochondria	Mitochondria	Non-secretome
TGL2	0	Mitochondria	Mitochondria	Non-secretome
TGL5	0	Mitochondria	Mitochondria	Non-secretome
THI74	0	Mitochondria	Mitochondria	Non-secretome
TIM10	0	Mitochondria	Mitochondria	Non-secretome
TIM11	0	Mitochondria	Mitochondria	Non-secretome
TIM12	0	Mitochondria	Mitochondria	Non-secretome
TIM13	0	Mitochondria	Mitochondria	Non-secretome
TIM17	0	Mitochondria	Mitochondria	Non-secretome
TIM18	0	Mitochondria	Mitochondria	Non-secretome
TIM21	0	Mitochondria	Mitochondria	Non-secretome
TIM22	0	Mitochondria	Mitochondria	Non-secretome
TIM23	0	Mitochondria	Mitochondria	Non-secretome
TIM44	0	Mitochondria	Mitochondria	Non-secretome
TIM50	0	Mitochondria	Mitochondria	Non-secretome
TIM54	0	Mitochondria	Mitochondria	Non-secretome
TIM8	0	Mitochondria	Mitochondria	Non-secretome
TIM9	0	Mitochondria	Mitochondria	Non-secretome
TMA19	0	Mitochondria	Mitochondria	Non-secretome
TMH11	0	Mitochondria	Mitochondria	Non-secretome
TMH18	0	Mitochondria	Mitochondria	Non-secretome
TML25	0	Mitochondria	Mitochondria	Non-secretome
TOM20	0	Mitochondria	Mitochondria	Non-secretome
TOM22	0	Mitochondria	Mitochondria	Non-secretome
TOM40	0	Mitochondria	Mitochondria	Non-secretome
TOM5	0	Mitochondria	Mitochondria	Non-secretome
TOM6	0	Mitochondria	Mitochondria	Non-secretome
TOM7	0	Mitochondria	Mitochondria	Non-secretome
TOM70	0	Mitochondria	Mitochondria	Non-secretome
TOM71	0	Mitochondria	Mitochondria	Non-secretome
TPC1	0	Mitochondria	Mitochondria	Non-secretome
TPI1	249	Cytoplasm	Mitochondria	Non-secretome
TRM1	0	Mitochondria	Mitochondria	Non-secretome
TRM5	0	Mitochondria	Mitochondria	Non-secretome
TRR1	0	Mitochondria	Mitochondria	Non-secretome
TRR2	0	Mitochondria	Mitochondria	Non-secretome
TRX1	0	Mitochondria	Mitochondria	Non-secretome
TRX3	0	Mitochondria	Mitochondria	Non-secretome
TRZ1	0	Mitochondria	Mitochondria	Non-secretome
TUF1	0	Mitochondria	Mitochondria	Non-secretome
TUM1	0	Mitochondria	Mitochondria	Non-secretome
UBP16	0	Mitochondria	Mitochondria	Non-secretome
UGO1	0	Mitochondria	Mitochondria	Non-secretome
UNG1	0	Mitochondria	Mitochondria	Non-secretome
UPS1	0	Mitochondria	Mitochondria	Non-secretome
UPS2	0	Mitochondria	Mitochondria	Non-secretome
UPS3	0	Mitochondria	Mitochondria	Non-secretome
USB1	265	Nucleus	Mitochondria	Non-secretome
UTH1	0	Mitochondria	Mitochondria	Non-secretome
UTP6	597	Nucleus	Mitochondria	Non-secretome
UTR2	0	Mitochondria	Mitochondria	Non-secretome
VAR1	0	Mitochondria	Mitochondria	Non-secretome
VAS1	0	Mitochondria	Mitochondria	Non-secretome
VMS1	0	Mitochondria	Mitochondria	Non-secretome
VPS13	0	Mitochondria	Mitochondria	Non-secretome
XDJ1	0	Mitochondria	Mitochondria	Non-secretome
YAH1	0	Mitochondria	Mitochondria	Non-secretome
YAT1	0	Mitochondria	Mitochondria	Non-secretome
YEA6	0	Mitochondria	Mitochondria	Non-secretome
YFH1	0	Mitochondria	Mitochondria	Non-secretome
YHB1	0	Mitochondria	Mitochondria	Non-secretome
YHM2	0	Mitochondria	Mitochondria	Non-secretome
YIA6	0	Mitochondria	Mitochondria	Non-secretome
YLF2	0	Mitochondria	Mitochondria	Non-secretome
YLH47	0	Mitochondria	Mitochondria	Non-secretome
YMC1	0	Mitochondria	Mitochondria	Non-secretome
YMC2	0	Mitochondria	Mitochondria	Non-secretome
YME1	0	Mitochondria	Mitochondria	Non-secretome
YME2	0	Mitochondria	Mitochondria	Non-secretome
YML6	0	Mitochondria	Mitochondria	Non-secretome
YMR31	0	Mitochondria	Mitochondria	Non-secretome
YNK1	0	Mitochondria	Mitochondria	Non-secretome
YOR1	0	Mitochondria	Mitochondria	Non-secretome
YPS7	0	Mitochondria	Mitochondria	Non-secretome
YPT11	0	Mitochondria	Mitochondria	Non-secretome
YRO2	0	Mitochondria	Mitochondria	Non-secretome
YSA1	0	Mitochondria	Mitochondria	Non-secretome
YSC83	0	Mitochondria	Mitochondria	Non-secretome
YSP2	0	Mitochondria	Mitochondria	Non-secretome
YTA12	0	Mitochondria	Mitochondria	Non-secretome
ZIM17	0	Mitochondria	Mitochondria	Non-secretome
KATNBL1	304	Nucleus	Midbody	Non-secretome
TMEM125	219	Membrane	Midbody	Non-secretome
CTTNBP2	1663	Cytoplasm	Midbody ring	Non-secretome
DVL3	716	Cytoplasm	Midbody ring	Non-secretome
IGFN1	1251	Nucleus	Midbody ring	Non-secretome
AC026464.4	0	Unknown	Midbody	Non-secretome
AP002748.4	0	Unknown	Midbody	Non-secretome
BBS1	593	Cell projection	Midbody	Non-secretome
CEACAM18	384	Membrane	Midbody	Non-secretome
CFAP53	514	Unknown	Midbody	Non-secretome
VPS4A	437	Endosome	Midbody	Non-secretome
DCDC1	1783	Unknown	Midbody	Non-secretome
MAP7	749	Cytoplasm	Microtubules	Non-secretome
NUDCD2	157	Chromosome	Microtubules	Non-secretome
TUBB1	451	Cytoplasm	Microtubules	Non-secretome
TUBB4A	444	Cytoplasm	Microtubules	Non-secretome
HAUS3	603	Cytoplasm	Microtubules	Non-secretome
PPP1R3E	279	Other	Microtubules	Non-secretome
TAGLN	201	Cytoplasm	Microtubules	Non-secretome
ANKRD54	300	Nucleus	Microtubules	Non-secretome
ANKRD24	1146	Other	Microtubules	Non-secretome
ARHGEF28	1705	Cytoplasm	Microtubules	Non-secretome
CDC42EP2	210	Endoplasmic reticulum	Microtubules	Non-secretome
CDK16	496	Cytoplasm	Microtubules	Non-secretome
CENPE	2701	Cytoplasm	Microtubules	Non-secretome
CHMP5	219	Cytoplasm	Microtubules	Non-secretome
FEZ1	392	Cytoplasm	Microtubules	Non-secretome
GYS1	737	Cytoplasm	Microtubules	Non-secretome
IFT22	185	Cell projection	Microtubules	Non-secretome
MAP7D1	841	Cytoplasm	Microtubules	Non-secretome
PACS1	963	Golgi apparatus	Microtubules	Non-secretome
SLC16A4	487	Cell membrane	Microtubules	Non-secretome
WDR11	1224	Cytoplasm	Microtubules	Non-secretome
HIGD1B	99	Membrane	Microtubules	Non-secretome
IQCB1	598	Cytoplasm	Microtubules	Non-secretome
KIF2B	673	Cytoplasm	Microtubules	Non-secretome
TDRD6	2096	Cytoplasm	Microtubules	Non-secretome
NINL	1382	Cytoplasm	Microtubules	Non-secretome
CEP131	1083	Cytoplasm	Microtubules	Non-secretome
CDC42	191	Cell membrane	Microtubules	Non-secretome
KIF18A	898	Cell projection	Microtubules	Non-secretome
MTUS2	1369	Cytoplasm	Microtubules	Non-secretome
RABIF	123	Cytoplasm	Microtubules	Non-secretome
SLC29A4	530	Cell membrane	Microtubules	Non-secretome
KIAA1211L	0	Cytoskeleton mt	Microtubules	Non-secretome
44451	0	Cytoskeleton mt	Microtubules	Non-secretome
C9orf16	0	Cytoskeleton mt	Microtubules	Non-secretome
TUBA3C	450	Cytoskeleton mt	Microtubules	Non-secretome
