Gene_Symbol	Protein_length	Division	Category	Secretome
Jmjd4	427	Cytosol	Cytoplasm	Non-secretome
Kcnip3	256	Cytosol	Cytoplasm	Non-secretome
Yif1b	311	ER	Endoplasmic reticulum membrane	Non-secretome
Sftpd	374	Secreted	Secreted	Non-secretome
Rb1	921	Nucleus	Nucleus	Non-secretome
Lrrcc1	1026	Cytosol	Cytoplasm	Non-secretome
Bex3	124	Other	Nucleus Cytoplasm	Non-secretome
Crygc	174	Vesicles	Vesicles	Non-secretome
H3-3a; H3-3b	136	Other	Nucleus Chromosome	Non-secretome
Fkbp11	201	Unknown	Membrane	Non-secretome
Nup133	1155	Nucleus	Nucleus	Non-secretome
Ccdc137	290	Chromatin	Chromosome	Non-secretome
Fads6	342	Unknown	Membrane	Non-secretome
Nfkbil1	381	Nucleus	Nucleus	Non-secretome
Hars1	509	Cytosol	Cytoplasm	Non-secretome
Taok1	1001	Cytosol	Cytoplasm	Non-secretome
Rab40b	278	Plasma membrane	Cell membrane	Non-secretome
Dop1b	2295	Unknown	Early endosome membrane	Non-secretome
Cdk5rap3	503	Nucleus	Nucleus	Non-secretome
Znhit1	154	Nucleus	Nucleus	Non-secretome
Cdc42bpa	1719	Cytosol	Cytoplasm	Non-secretome
Rab29	204	Plasma membrane	Cell membrane	Non-secretome
Evi5	809	Nucleus	Nucleus	Non-secretome
Rpl27a	148	Cytosol	Cytoplasm	Non-secretome
Upk3a	287	ER	Endoplasmic reticulum membrane	Non-secretome
Adcy6	1165	Plasma membrane	Cell membrane	Non-secretome
Hist2h2bb	126	Other	Nucleus Chromosome	Non-secretome
Septin3	350	Other	Cytoplasm Cytoplasm	Non-secretome
Msh3	1091	Chromatin	Chromatin	Non-secretome
Tma16	221	Nucleoli	Nucleoli	Non-secretome
Apex2	516	Other	Nucleus Cytoplasm Mitochondrion	Non-secretome
Pak1	545	Cytosol	Cytoplasm	Non-secretome
Mettl21e	244	Unknown	Unknown	Non-secretome
Ptprh	971	Unknown	Cell projection	Non-secretome
Ttpal	343	Golgi	Golgi apparatus	Non-secretome
Nfx1	1114	Nucleus	Nucleus	Non-secretome
Soat1	540	ER	Endoplasmic reticulum membrane	Non-secretome
Itih4	942	Secreted	Secreted	Non-secretome
Tst	297	Other	Mitochondrion matrix	Non-secretome
Wls	541	Golgi	Golgi apparatus membrane	Non-secretome
Elp5	300	Nucleus	Nucleus	Non-secretome
Cacnb2	655	Plasma membrane	Cell membrane	Non-secretome
Ovca2	225	Nucleoplasm	Nucleoplasm	Non-secretome
Syt11	430	Cytosol	Cytoplasmic vesicle membrane	Non-secretome
Pcdh15	1943	Plasma membrane	Cell membrane	Non-secretome
Cdc37	379	Cytosol	Cytoplasm	Non-secretome
Pate4	99	Secreted	Secreted	Non-secretome
Hspd1	573	Other	Mitochondrion matrix	Non-secretome
Pqbp1	263	Nucleus	Nucleus	Non-secretome
Gm10881	115	Unknown	Unknown	Non-secretome
Adamts16	1222	Secreted	Secreted	Non-secretome
Cblc	496	Nucleoplasm	Nucleoplasm	Non-secretome
Plcxd2	340	Nucleus	Nucleus	Non-secretome
Snrnp25	123	Nucleus	Nucleus	Non-secretome
Dek	380	Nucleus	Nucleus	Non-secretome
Olfr1019	310	Plasma membrane	Cell membrane	Non-secretome
Reep1	201	Unknown	Membrane	Non-secretome
Jak2	1132	Unknown	Endomembrane system	Non-secretome
Nt5c	200	Cytosol	Cytoplasm	Non-secretome
Pbx1	430	Nucleus	Nucleus	Non-secretome
Rnf111	989	Nucleus	Nucleus	Non-secretome
Nebl	452	Cytosol	Cytoplasm	Non-secretome
Clec2h	218	Plasma membrane	Cell membrane	Non-secretome
Sirt5	310	Other	Mitochondrion Cytoplasm	Non-secretome
Neurog3	214	Nucleus	Nucleus	Non-secretome
Cyp7b1	507	ER	Endoplasmic reticulum membrane	Non-secretome
Hecw1	1604	Cytosol	Cytoplasm	Non-secretome
Sppl2b	578	Plasma membrane	Cell membrane	Non-secretome
Defa15	93	Secreted	Secreted	Non-secretome
Acer3	267	ER	Endoplasmic reticulum membrane	Non-secretome
Prickle2	845	Nucleus	Nucleus membrane	Non-secretome
Tigd3	470	Nucleus	Nucleus	Non-secretome
Paf1	535	Nucleus	Nucleus	Non-secretome
Pofut1	393	ER	Endoplasmic reticulum	Non-secretome
Rarb	482	Nucleus	Nucleus	Non-secretome
Rgs16	201	Unknown	Membrane	Non-secretome
Acad10	1069	Mitochondria	Mitochondria	Non-secretome
Nras	189	Plasma membrane	Cell membrane	Non-secretome
Cnbd2	673	Cytosol	Cytoplasm	Non-secretome
Sdhaf1	118	Other	Mitochondrion matrix	Non-secretome
Adamts13	1426	Secreted	Secreted	Non-secretome
Tas2r134	298	Unknown	Membrane	Non-secretome
Hmgcr	887	ER	Endoplasmic reticulum membrane	Non-secretome
Ehmt1	1296	Nucleus	Nucleus	Non-secretome
Frem2	3160	Plasma membrane	Cell membrane	Non-secretome
Tmem108	574	Unknown	Membrane	Non-secretome
Hscb	234	Other	[Iron-sulfur cluster co-chaperone protein HscB	Non-secretome
Fstl1	306	Secreted	Secreted	Non-secretome
Ptpn20	426	Nucleus	Nucleus	Non-secretome
Lum	338	Secreted	Secreted	Non-secretome
Rrp9	475	Nucleus	Nucleus	Non-secretome
Ptma	111	Nucleus	Nucleus	Non-secretome
Naif1	327	Nucleus	Nucleus	Non-secretome
Kcnq5	933	Plasma membrane	Cell membrane	Non-secretome
Upf1	1124	Cytosol	Cytoplasm	Non-secretome
Sapcd2	391	Cytosol	Cytoplasm	Non-secretome
Adgb	1657	Mitochondria	Mitochondria	Non-secretome
Map3k7cl	142	Nucleoplasm	Nucleoplasm	Non-secretome
Hmgcs2	508	Other	Mitochondrion	Non-secretome
Ugdh	493	Nucleoplasm	Nucleoplasm	Non-secretome
Tgfb3	410	Secreted	Secreted	Non-secretome
Wfikkn2	571	Secreted	Secreted	Non-secretome
Gprasp1	1347	Cytosol	Cytoplasm	Non-secretome
St8sia4	359	Golgi	Golgi apparatus membrane	Non-secretome
Defb37	62	Secreted	Secreted	Non-secretome
Glt8d1	371	Unknown	Membrane	Non-secretome
Mtss1	759	Cytosol	Cytoplasm	Non-secretome
Dtnbp1	352	Other	Cytoplasm Cytoplasmic vesicle membrane	Non-secretome
Armc1	282	Cytosol	Cytoplasm	Non-secretome
Hpd	393	Cytosol	Cytoplasm	Non-secretome
Ttll2	540	Nuclear membrane	Nuclear membrane	Non-secretome
Vwa7	891	Secreted	Secreted	Non-secretome
Fgf18	207	Secreted	Secreted	Non-secretome
Mast2	1734	Unknown	Membrane	Non-secretome
Gabra2	451	Plasma membrane	Cell junction	Non-secretome
Scube2	997	Secreted	Secreted	Non-secretome
Spink12	87	Secreted	Secreted	Non-secretome
Ubd	162	Nucleus	Nucleus	Non-secretome
Ift52	426	Unknown	Cell projection	Non-secretome
Cdc40	579	Nucleus	Nucleus	Non-secretome
Uncx	530	Nucleus	Nucleus	Non-secretome
Dgat2	388	ER	Endoplasmic reticulum membrane	Non-secretome
Rab3gap2	1366	Cytosol	Cytoplasm	Non-secretome
Atp5f1b	529	Other	Mitochondrion inner membrane	Non-secretome
Cox7a2l	111	Other	Mitochondrion inner membrane	Non-secretome
Stard7	373	Other	Mitochondrion	Non-secretome
Kmt5c	468	Nucleus	Nucleus	Non-secretome
Igsf10	2594	Secreted	Secreted	Non-secretome
Fam107b	131	Nucleoplasm	Nucleoplasm	Non-secretome
Pla2g1b	146	Secreted	Secreted	Non-secretome
GaskbB	517	Golgi	Golgi apparatus membrane	Non-secretome
H6pd	789	ER	Endoplasmic reticulum lumen	Non-secretome
Med13l	2207	Nucleus	Nucleus	Non-secretome
Map4k2	821	Cytosol	Cytoplasm	Non-secretome
Ighmbp2	993	Other	Nucleus Cytoplasm Cell projection	Non-secretome
Mesd	224	ER	Endoplasmic reticulum	Non-secretome
Rae1	368	Cytosol	Cytoplasm	Non-secretome
Acan	2132	Secreted	Secreted	Non-secretome
Tbc1d31	996	Centrosome	Centrosome	Non-secretome
Gdf15	303	Secreted	Secreted	Non-secretome
Hoxc9	260	Nucleus	Nucleus	Non-secretome
Nek11	628	Nucleus	Nucleus	Non-secretome
Daglb	669	Plasma membrane	Cell membrane	Non-secretome
Tmem164	296	Unknown	Membrane	Non-secretome
Fzd3	666	Unknown	Membrane	Non-secretome
Ect2	913	Nucleus	Nucleus	Non-secretome
Plekhm1	1074	Other	Autolysosome membrane	Non-secretome
Moxd2	619	Unknown	Membrane	Non-secretome
Cib4	185	Unknown	Unknown	Non-secretome
Dhodh	395	Other	Mitochondrion inner membrane	Non-secretome
Klhl30	581	Centrosome	Centriolar satellite	Non-secretome
Znf689	500	Nucleus	Nucleus	Non-secretome
Xab2	855	Nucleus	Nucleus	Non-secretome
Klrg1	188	Plasma membrane	Cell membrane	Non-secretome
Lbp	481	Secreted	Secreted	Non-secretome
Tmem138	162	Other	Vacuole membrane	Non-secretome
Sdr39u1	293	Nucleoplasm	Nucleoplasm	Non-secretome
Rims2	1530	Plasma membrane	Cell junction	Non-secretome
Cdkn2b	130	Nucleoplasm	Nucleoplasm	Non-secretome
Oscp1	379	Plasma membrane	Basal cell membrane	Non-secretome
Rpl7	270	Cytosol	Cytoplasm	Non-secretome
Akt3	479	Nucleus	Nucleus	Non-secretome
Eri1	345	Cytosol	Cytoplasm	Non-secretome
Igk-V19-17	149	Unknown	Unknown	Non-secretome
Rgs9bp	237	Unknown	Membrane	Non-secretome
Gxylt1	404	Unknown	Membrane	Non-secretome
Anp32a	247	Nucleus	Nucleus	Non-secretome
Snrpg	76	Cytosol	Cytoplasm	Non-secretome
Rad21	635	Nucleus	Nucleus	Non-secretome
Nrde2	1172	Nucleus	Nucleus speckle	Non-secretome
Psmb8	276	Cytosol	Cytoplasm	Non-secretome
Eps15	897	Other	Cytoplasm Cell membrane	Non-secretome
Tmem210	147	Unknown	Membrane	Non-secretome
Cdc14a	603	Nucleus	Nucleus	Non-secretome
Ttc3	1979	Nucleus	Nucleus	Non-secretome
Lrrc9	1456	Plasma membrane	Plasma membrane	Non-secretome
Mettl26	204	Golgi	Golgi apparatus	Non-secretome
Rnaset2a	259	Secreted	Secreted	Non-secretome
Angptl2	493	Secreted	Secreted	Non-secretome
Ppp1r32	427	Unknown	Unknown	Non-secretome
Trim31	507	Cytosol	Cytoplasm	Non-secretome
Olfr478	314	Plasma membrane	Cell membrane	Non-secretome
Odf2l	642	Cytosol	Cytoplasm	Non-secretome
Tex11	947	Chromatin	Chromosome	Non-secretome
Wfdc11	82	Secreted	Secreted	Non-secretome
Vps8	1427	Cytosol	Cytosol	Non-secretome
Anapc10	185	Nucleoplasm	Nucleoplasm	Non-secretome
Fmo5	533	Unknown	Microsome membrane	Non-secretome
Smpd5	483	Other	Mitochondrion inner membrane	Non-secretome
Swi5	89	Nucleus	Nucleus	Non-secretome
Dido1	2256	Other	Cytoplasm Nucleus Cytoplasm	Non-secretome
Pxt1	51	Peroxisome	Peroxisome	Non-secretome
Trub1	338	Nucleus	Nucleus	Non-secretome
Chrm1	460	Plasma membrane	Cell membrane	Non-secretome
Sox11	395	Nucleus	Nucleus	Non-secretome
St7	577	Unknown	Membrane	Non-secretome
Rnf13	381	ER	Endoplasmic reticulum membrane	Non-secretome
Il6ra	460	Plasma membrane	Cell membrane	Non-secretome
Brix1	353	Nucleus	Nucleus	Non-secretome
Msl1	616	Nucleus	Nucleus	Non-secretome
Ints10	710	Nucleus	Nucleus	Non-secretome
Ube2fb	185	Unknown	Unknown	Non-secretome
Crebbp	2441	Cytosol	Cytoplasm	Non-secretome
Stxbp1	594	Cytosol	Cytoplasm	Non-secretome
Tas2r107	308	Unknown	Membrane	Non-secretome
Insig1	259	ER	Endoplasmic reticulum membrane	Non-secretome
Accs	502	Cytosol	Cytoplasm	Non-secretome
Btnl10	275	Unknown	Membrane	Non-secretome
Fbxo45	286	Plasma membrane	Cell junction	Non-secretome
Slc16a2	545	Plasma membrane	Cell membrane	Non-secretome
Manea	462	Golgi	Golgi apparatus membrane	Non-secretome
Eif2b4	524	Nuclear membrane	Nuclear membrane	Non-secretome
Tsen2	460	Nucleus	Nucleus	Non-secretome
Crcp	148	Nucleus	Nucleus	Non-secretome
Gsta1	223	Cytosol	Cytosol	Non-secretome
Rev3l	3122	Nucleus	Nucleus	Non-secretome
Gpm6b	328	Unknown	Membrane	Non-secretome
Ube4b	1173	Cytosol	Cytoplasm	Non-secretome
Gstz1	216	Cytosol	Cytoplasm	Non-secretome
Nudcd1	582	Cytosol	Cytoplasm	Non-secretome
Cryz	331	Cytosol	Cytoplasm	Non-secretome
Kcp	1550	Secreted	Secreted	Non-secretome
Scrg1	98	Secreted	Secreted	Non-secretome
Pcdha9	979	Plasma membrane	Cell membrane	Non-secretome
Fn1	2477	Secreted	Secreted	Non-secretome
Kmt5a	349	Nucleus	Nucleus	Non-secretome
Tmem256	113	Unknown	Membrane	Non-secretome
Sox10	466	Cytosol	Cytoplasm	Non-secretome
Ptk2b	1009	Other	Cytoplasm Cytoplasm	Non-secretome
Hddc3	179	Nucleoplasm	Nucleoplasm	Non-secretome
Gabra4	552	Plasma membrane	Cell junction	Non-secretome
Cebpb	296	Nucleus	Nucleus	Non-secretome
Gpr3	330	Plasma membrane	Cell membrane	Non-secretome
Med25	745	Nucleus	Nucleus	Non-secretome
Nop58	536	Nucleus	Nucleus	Non-secretome
Serpini1	410	Secreted	Secreted	Non-secretome
Otud4	1107	Cytosol	Cytoplasm	Non-secretome
Chrne	493	Plasma membrane	Cell junction	Non-secretome
Rapgef3	918	Other	Cytoplasm Membrane	Non-secretome
Tfcp2l1	479	Nucleus	Nucleus	Non-secretome
Cyfip1	1253	Cytosol	Cytoplasm	Non-secretome
Dynlt1	113	Golgi	Golgi apparatus	Non-secretome
Cfi	603	Secreted	Secreted	Non-secretome
Bst1	311	Plasma membrane	Cell membrane	Non-secretome
Bcas2	225	Nucleus	Nucleus	Non-secretome
B9d1	204	Cytosol	Cytoplasm	Non-secretome
Spaca1	305	Cytosol	Cytoplasmic vesicle	Non-secretome
Aida	305	Cytosol	Cytosol	Non-secretome
Slc13a3	600	Plasma membrane	Cell membrane	Non-secretome
Ptprz1	2312	Plasma membrane	Cell membrane	Non-secretome
Gpr52	361	Plasma membrane	Cell membrane	Non-secretome
Csnk1g2	415	Cytosol	Cytoplasm	Non-secretome
Mtx2	263	Other	Mitochondrion outer membrane	Non-secretome
Fndc9	226	Unknown	Membrane	Non-secretome
Dhtkd1	921	Other	Mitochondrion	Non-secretome
Slc29a3	475	Unknown	Membrane	Non-secretome
Usp8	1080	Cytosol	Cytoplasm	Non-secretome
Nr2c2ap	140	Nucleus	Nucleus	Non-secretome
Ppp2cb	309	Other	Cytoplasm Nucleus	Non-secretome
Rccd1	377	Chromatin	Chromosome	Non-secretome
Percc1	273	Unknown	Unknown	Non-secretome
Cnot2	540	Cytosol	Cytoplasm	Non-secretome
Pkn3	878	Nucleus	Nucleus	Non-secretome
Rasgrf2	1189	Other	Cytoplasm Cell membrane	Non-secretome
Lrrc26	331	Plasma membrane	Cell membrane	Non-secretome
Wfdc18	74	Secreted	Secreted	Non-secretome
Gak	1305	Cytosol	Cytoplasm	Non-secretome
Wrn	1401	Nucleus	Nucleus	Non-secretome
Stab1	2571	Unknown	Membrane	Non-secretome
Anapc15	132	Nucleoplasm	Nucleoplasm	Non-secretome
Otud5	566	Cytosol	Cytosol	Non-secretome
Cse1l	971	Cytosol	Cytoplasm	Non-secretome
Iglc3	104	Secreted	Secreted	Non-secretome
Strn4	760	Other	Cytoplasm Membrane	Non-secretome
Xkr6	638	Unknown	Membrane	Non-secretome
Usp4	962	Cytosol	Cytoplasm	Non-secretome
Tle5	197	Nucleus	Nucleus	Non-secretome
Sema4c	834	Plasma membrane	Cell junction	Non-secretome
Tmco3	678	Unknown	Membrane	Non-secretome
Cdc26	85	Nucleus	Nucleus	Non-secretome
Arg1	323	Cytosol	Cytoplasm	Non-secretome
Cyyr1	165	Unknown	Membrane	Non-secretome
Rnase12	145	Secreted	Secreted	Non-secretome
Prrt1	306	Plasma membrane	Cell membrane	Non-secretome
Spata48	441	Unknown	Unknown	Non-secretome
Lbr	626	Nucleus	Nucleus inner membrane	Non-secretome
Il1rapl1	695	Plasma membrane	Cell membrane	Non-secretome
Snx27	539	Unknown	Early endosome membrane	Non-secretome
Usp38	1042	Nucleoplasm	Nucleoplasm	Non-secretome
Myrfl	904	Unknown	Membrane	Non-secretome
Pik3cg	1102	Cytosol	Cytoplasm	Non-secretome
Atg4c	458	Cytosol	Cytoplasm	Non-secretome
Thoc1	657	Nucleus	Nucleus speckle	Non-secretome
Hprt1	218	Cytosol	Cytoplasm	Non-secretome
Serpinb1c	375	Cytosol	Cytoplasm	Non-secretome
Atl3	541	ER	Endoplasmic reticulum membrane	Non-secretome
Ndfip1	221	Unknown	Endosome membrane	Non-secretome
Adar	1178	Other	Cytoplasm Nucleus	Non-secretome
Pom121l2	972	Unknown	Unknown	Non-secretome
Kansl1	1036	Nucleus	Nucleus	Non-secretome
Qpct	362	Secreted	Secreted	Non-secretome
Sgk3	496	Cytosol	Cytoplasmic vesicle	Non-secretome
Dzank1	778	Nucleoli	Nucleoli fibrillar center	Non-secretome
Mterf1b	379	Other	Mitochondrion	Non-secretome
Foxa2	459	Nucleus	Nucleus	Non-secretome
Myoc	490	Secreted	Secreted	Non-secretome
Gatc	155	Other	Mitochondrion	Non-secretome
Ankef1	775	Nucleoli	Nucleoli fibrillar center	Non-secretome
Cacng1	223	Plasma membrane	Cell membrane	Non-secretome
Slc38a6	457	Plasma membrane	Cell membrane	Non-secretome
Phc2	850	Nucleus	Nucleus	Non-secretome
Sphkap	1687	Cytosol	Cytoplasm	Non-secretome
Igsf5	370	Plasma membrane	Apical cell membrane	Non-secretome
Mios	875	Lysosome	Lysosome membrane	Non-secretome
Slc2a3	493	Plasma membrane	Cell membrane	Non-secretome
Gnal	381	Nucleoplasm	Nucleoplasm	Non-secretome
Sec22c	303	ER	Endoplasmic reticulum membrane	Non-secretome
Iqcb1	598	Cytosol	Cytoplasm	Non-secretome
Rnls	342	Secreted	Secreted	Non-secretome
Pnpla1	599	Cytosol	Cytoplasm	Non-secretome
Pomp	141	Cytosol	Cytoplasm	Non-secretome
Saal1	474	Nucleus	Nucleus	Non-secretome
Hectd3	861	Cytosol	Cytoplasm	Non-secretome
Rpia	303	Nucleoplasm	Nucleoplasm	Non-secretome
Tmem98	226	ER	Endoplasmic reticulum membrane	Non-secretome
Rint1	792	Cytosol	Cytoplasm	Non-secretome
Alas2	587	Other	Mitochondrion matrix	Non-secretome
Clec11a	328	Cytosol	Cytoplasm	Non-secretome
Nucb1	459	Golgi	Golgi apparatus	Non-secretome
Igfbp5	271	Secreted	Secreted	Non-secretome
Cd3g	182	Unknown	Membrane	Non-secretome
Srgap1	1062	Cytosol	Cytosol	Non-secretome
Cfap251	1299	Cytosol	Cytoplasm	Non-secretome
Itgbl1	494	Secreted	Secreted	Non-secretome
Bco1	566	Cytoseleton af	Actin filaments	Non-secretome
Tmem17	198	Unknown	Cell projection	Non-secretome
Ccdc117	277	Nucleoplasm	Nucleoplasm	Non-secretome
Spon2	330	Secreted	Secreted	Non-secretome
Rad23b	416	Nucleus	Nucleus	Non-secretome
Ggta1	394	Golgi	Golgi apparatus	Non-secretome
Cep57	500	Nucleus	Nucleus	Non-secretome
Il12a	215	Secreted	Secreted	Non-secretome
Gpr68	365	Plasma membrane	Cell membrane	Non-secretome
Cbwd1	393	Plasma membrane	Plasma membrane	Non-secretome
Bach1	739	Nucleus	Nucleus	Non-secretome
Npas1	594	Nucleus	Nucleus	Non-secretome
Swap70	585	Cytosol	Cytoplasm	Non-secretome
Lrrn1	716	Unknown	Membrane	Non-secretome
Ppih	188	Nucleus	Nucleus speckle	Non-secretome
Alpg	529	Plasma membrane	Cell membrane	Non-secretome
Tbx2	711	Nucleus	Nucleus	Non-secretome
Znf618	953	Nucleus	Nucleus	Non-secretome
Mpv17l2	200	Unknown	Membrane	Non-secretome
Kcnj3	501	Unknown	Membrane	Non-secretome
Lrrc27	523	Golgi	Golgi apparatus	Non-secretome
Slc43a1	564	Unknown	Membrane	Non-secretome
Ganc	898	Cytosol	Cytosol	Non-secretome
Dctn3	186	Cytosol	Cytoplasm	Non-secretome
Tcf4	670	Nucleus	Nucleus	Non-secretome
Tmbim6	237	ER	Endoplasmic reticulum membrane	Non-secretome
Slc16a7	484	Plasma membrane	Cell membrane	Non-secretome
Ca10	328	Vesicles	Vesicles	Non-secretome
Dip2b	1574	Unknown	Cell projection	Non-secretome
Cyrib	324	Unknown	Membrane	Non-secretome
Stbd1	338	Other	Preautophagosomal structure membrane	Non-secretome
Tkfc	578	Unknown	Cytosol	Non-secretome
Birc6	4882	Golgi	Golgi apparatus	Non-secretome
Uspl1	1089	Nucleus	Nucleus	Non-secretome
Mrps14	128	Other	Mitochondrion	Non-secretome
Ndufa4l2	87	Mitochondria	Mitochondria	Non-secretome
Snx21	363	Cytosol	Cytoplasmic vesicle membrane	Non-secretome
Nck2	380	Cytosol	Cytoplasm	Non-secretome
B3gat3	335	Golgi	Golgi apparatus membrane	Non-secretome
Il21	146	Secreted	Secreted	Non-secretome
Tbx3	741	Nucleus	Nucleus	Non-secretome
Kif9	790	Cytosol	Cytoplasm	Non-secretome
Chmp4c	232	Cytosol	Cytoplasm	Non-secretome
Rap2b	183	Unknown	Recycling endosome membrane	Non-secretome
Hoxc10	342	Nucleus	Nucleus	Non-secretome
Nmi	314	Cytosol	Cytoplasm	Non-secretome
Pnpla8	776	ER	Endoplasmic reticulum membrane	Non-secretome
Nrxn1	468	Plasma membrane	Cell junction	Non-secretome
Celf6	460	Nucleus	Nucleus	Non-secretome
Fscb	1074	Unknown	Cell projection	Non-secretome
Gpc2	579	Plasma membrane	Cell membrane	Non-secretome
Znf467	594	Nucleus	Nucleus	Non-secretome
Lmnb2	596	Nucleus	Nucleus inner membrane	Non-secretome
Pura	321	Nucleus	Nucleus	Non-secretome
Impa2	290	Nucleoplasm	Nucleoplasm	Non-secretome
Mtln	56	Other	Mitochondrion inner membrane	Non-secretome
Rab27b	218	Unknown	Membrane	Non-secretome
Skint6	1240	Unknown	Membrane	Non-secretome
Ppp1r3b	284	Cytosol	Cytosol	Non-secretome
Mcoln2	566	Plasma membrane	Cell membrane	Non-secretome
Ndufaf6	333	Other	Mitochondrion inner membrane	Non-secretome
Pcp4	62	Nucleoplasm	Nucleoplasm	Non-secretome
Fgd4	766	Cytosol	Cytoplasm	Non-secretome
Kir3dl1	432	Plasma membrane	Cell membrane	Non-secretome
Klrb1c	223	Unknown	Membrane	Non-secretome
Satb1	764	Other	Nucleus Nucleus	Non-secretome
Ska1	254	Cytosol	Cytoplasm	Non-secretome
Plek2	353	Unknown	Cell projection	Non-secretome
Kcnb1	857	Plasma membrane	Cell membrane	Non-secretome
Rabgap1	1064	Cytosol	Cytoplasm	Non-secretome
Agxt	414	Other	Mitochondrion matrix	Non-secretome
Sox9	507	Nucleus	Nucleus	Non-secretome
Hhatl	503	ER	Endoplasmic reticulum membrane	Non-secretome
Rnasel	735	Cytosol	Cytoplasm	Non-secretome
Slco1c1	715	Plasma membrane	Cell membrane	Non-secretome
Serpinf2	491	Secreted	Secreted	Non-secretome
Syn2	586	Plasma membrane	Cell junction	Non-secretome
Uba3	462	Unknown	Cytosol	Non-secretome
Mid1ip1	182	Nucleus	Nucleus	Non-secretome
Mapkapk2	386	Other	Cytoplasm Nucleus	Non-secretome
Hfm1	1434	Golgi	Golgi apparatus	Non-secretome
Hmmr	794	Plasma membrane	Cell surface	Non-secretome
Sbk2	362	Unknown	Unknown	Non-secretome
Rab2a	212	Other	Endoplasmic reticulum-Golgi intermediate compartment membrane	Non-secretome
Exoc6	802	Cytosol	Cytoplasm	Non-secretome
Sec14l1	715	Cytosol	Cytoplasm	Non-secretome
Cd99l2	237	Plasma membrane	Cell membrane	Non-secretome
Ces4a	563	Secreted	Secreted	Non-secretome
Tex14	1450	Other	Cytoplasm Midbody Chromosome	Non-secretome
Kiaa0319l	1048	Other	Cytoplasmic granule membrane	Non-secretome
Lrp10	713	Unknown	Membrane	Non-secretome
Isoc2b	210	Cytosol	Cytoplasm	Non-secretome
Retnlg	117	Secreted	Secreted	Non-secretome
Rgs20	239	Unknown	Membrane	Non-secretome
Trim26	545	Cytosol	Cytoplasm	Non-secretome
Cacna1b	2327	Unknown	Membrane	Non-secretome
Sdsl	329	Cytosol	Cytosol	Non-secretome
Fam13a	693	Plasma membrane	Cell junctions	Non-secretome
Ryr1	5035	Unknown	Sarcoplasmic reticulum membrane	Non-secretome
Neil2	329	Nucleus	Nucleus	Non-secretome
Soga1	1418	Secreted	Secreted	Non-secretome
Ccdc122	290	Vesicles	Vesicles	Non-secretome
Tff1	87	Secreted	Secreted	Non-secretome
Gli2	1544	Nucleus	Nucleus	Non-secretome
Aqp3	292	Plasma membrane	Cell membrane	Non-secretome
Fam71e1	212	Nucleoli	Nucleoli fibrillar center	Non-secretome
Eola1	157	Unknown	Unknown	Non-secretome
Gpr85	370	Plasma membrane	Cell membrane	Non-secretome
Mtmr14	648	Cytosol	Cytoplasm	Non-secretome
Cyth3	399	Cytosol	Cytoplasm	Non-secretome
Acot9	439	Other	Mitochondrion	Non-secretome
Phf1	559	Nucleus	Nucleus	Non-secretome
Tmem71	287	Unknown	Membrane	Non-secretome
Rfc4	364	Nucleus	Nucleus	Non-secretome
Vsig8	417	Unknown	Membrane	Non-secretome
Mag	627	Plasma membrane	Cell membrane	Non-secretome
Tubb1	451	Cytosol	Cytoplasm	Non-secretome
C1rl	482	Secreted	Secreted	Non-secretome
Scx	207	Nucleus	Nucleus	Non-secretome
Dsc1	886	Plasma membrane	Cell membrane	Non-secretome
Rpl37a	92	Cytosol	Cytoplasm	Non-secretome
Rnf185	192	Other	Mitochondrion outer membrane	Non-secretome
Cenpl	329	Nucleus	Nucleus	Non-secretome
Kank4	1016	Cytosol	Cytoplasm	Non-secretome
Ca5b	317	Other	Mitochondrion	Non-secretome
Ddit3	34	Nucleus	Nucleus	Non-secretome
Ang2	145	Cytosol	Cytoplasmic vesicle	Non-secretome
Mrpl34	92	Other	Mitochondrion	Non-secretome
Lsm7	103	Nucleus	Nucleus	Non-secretome
Tcaf3	914	Unknown	Unknown	Non-secretome
Sugp1	643	Nucleus	Nucleus	Non-secretome
Cers6	384	ER	Endoplasmic reticulum membrane	Non-secretome
Mfap1b	439	Nucleus	Nucleus	Non-secretome
Tex261	196	Unknown	Membrane	Non-secretome
Polr3c	533	Nucleus	Nucleus	Non-secretome
Clip1	1391	Cytosol	Cytoplasm	Non-secretome
Necab3	353	Golgi	Golgi apparatus	Non-secretome
Ccm2l	481	Nucleoplasm	Nucleoplasm	Non-secretome
Cthrc1	245	Secreted	Secreted	Non-secretome
Megf6	1572	Secreted	Secreted	Non-secretome
Atp6v0e2	81	Unknown	Membrane	Non-secretome
Tas2r123	333	Unknown	Membrane	Non-secretome
Pygo1	417	Nucleus	Nucleus	Non-secretome
Cdc73	531	Nucleus	Nucleus	Non-secretome
Rad54l	747	Nucleus	Nucleus	Non-secretome
Rad54b	886	Nucleus	Nucleus	Non-secretome
